1,1,8,0,46
2,1,13,0,78
3,1,19,0,40
4,1,30,0,7
5,1,35,0,14
6,1,30,0,21
7,1,35,0,13
8,1,16,1,29
9,1,18,0,83
10,1,12,1,94
11,1,9,1,81
12,1,20,1,43
13,1,6,0,19
14,1,9,0,34
15,1,7,1,79
16,1,3,1,54
17,1,36,0,96
18,1,19,1,31
19,1,8,0,89
20,1,8,0,35
21,1,27,1,89
22,1,26,1,1
23,1,4,1,15
24,1,28,1,6
25,1,15,0,80
26,1,1,0,74
27,1,31,1,43
28,1,20,0,97
29,1,10,1,52
30,1,33,0,95
31,1,7,1,25
32,1,24,1,68
33,1,36,0,46
34,1,26,1,88
35,1,6,1,50
36,1,9,1,54
37,1,26,0,44
38,1,9,1,61
39,1,9,1,19
40,1,32,1,76
41,1,5,1,28
42,1,1,1,3
43,1,38,1,3
44,1,29,0,8
45,1,15,1,14
46,1,7,1,25
47,1,31,0,79
48,1,31,1,77
49,1,29,0,78
50,1,20,0,58
51,1,16,0,83
52,1,33,0,40
53,1,17,1,74
54,1,30,1,1
55,1,28,0,27
56,1,6,1,44
57,1,6,1,57
58,1,11,1,86
59,1,3,0,75
60,1,1,1,22
61,1,35,1,73
62,1,2,1,45
63,1,12,1,54
64,1,8,1,57
65,1,29,1,18
66,1,27,1,89
67,1,37,1,13
68,1,32,0,26
69,1,38,1,81
70,1,5,0,20
71,1,14,0,14
72,1,12,1,72
73,1,32,0,25
74,1,30,0,83
75,1,28,0,6
76,1,18,0,33
77,1,10,1,31
78,1,2,0,43
79,1,16,1,71
80,1,32,0,31
81,1,4,1,54
82,1,30,1,1
83,1,35,1,79
84,1,15,1,10
85,1,4,1,50
86,1,10,0,15
87,1,30,1,98
88,1,18,1,11
89,1,32,1,10
90,1,20,1,52
91,1,29,0,56
92,1,10,0,90
93,1,21,0,21
94,1,24,1,14
95,1,30,1,87
96,1,33,1,38
97,1,30,0,16
98,1,35,1,74
99,1,13,0,76
100,1,28,1,54

1,1,2,1,62
2,1,13,0,98
3,1,21,0,74
4,1,31,1,55
5,1,4,0,40
6,1,11,0,51
7,1,27,1,63
8,1,1,0,12
9,1,9,1,76
10,1,9,0,2
11,1,8,0,20
12,1,32,1,59
13,1,21,1,67
14,1,23,0,7
15,1,3,1,32
16,1,20,0,4
17,1,6,1,55
18,1,36,0,67
19,1,8,1,85
20,1,38,1,14
21,1,8,1,98
22,1,27,1,23
23,1,18,1,24
24,1,3,0,13
25,1,4,0,50
26,1,17,0,70
27,1,7,1,33
28,1,24,1,89
29,1,20,1,34
30,1,18,1,48
31,1,27,1,82
32,1,1,0,66
33,1,25,0,8
34,1,14,0,29
35,1,12,1,97
36,1,11,0,12
37,1,1,0,5
38,1,6,1,29
39,1,21,1,19
40,1,19,1,28
41,1,11,1,18
42,1,32,1,82
43,1,12,0,22
44,1,35,1,27
45,1,27,0,4
46,1,3,0,57
47,1,31,1,40
48,1,3,1,40
49,1,16,1,45
50,1,9,1,72
51,1,9,1,15
52,1,15,1,31
53,1,27,1,89
54,1,24,0,2
55,1,2,0,71
56,1,21,0,22
57,1,2,1,35
58,1,12,1,6
59,1,21,1,76
60,1,3,1,62
61,1,22,1,70
62,1,31,0,1
63,1,34,0,61
64,1,34,1,52
65,1,21,1,65
66,1,7,0,50
67,1,32,1,67
68,1,21,1,1
69,1,21,0,41
70,1,28,0,83
71,1,23,0,13
72,1,38,1,24
73,1,18,1,74
74,1,9,1,12
75,1,4,1,35
76,1,19,0,57
77,1,14,0,54
78,1,14,1,7
79,1,27,1,22
80,1,7,1,10
81,1,21,1,20
82,1,38,0,94
83,1,12,0,87
84,1,27,1,38
85,1,25,1,56
86,1,17,1,45
87,1,35,0,85
88,1,23,0,8
89,1,20,0,47
90,1,6,0,16
91,1,19,1,17
92,1,27,1,82
93,1,15,1,28
94,1,1,1,41
95,1,16,0,67
96,1,23,0,11
97,1,3,0,60
98,1,14,1,9
99,1,32,1,6
100,1,23,0,21

1,1,16,1,8
2,1,35,1,50
3,1,4,1,20
4,1,13,0,31
5,1,28,0,12
6,1,14,1,54
7,1,35,1,38
8,1,19,1,19
9,1,4,1,36
10,1,16,0,22
11,1,33,1,11
12,1,22,0,32
13,1,14,0,88
14,1,6,1,61
15,1,17,0,72
16,1,19,0,48
17,1,20,0,74
18,1,2,1,59
19,1,33,1,47
20,1,20,1,8
21,1,12,1,2
22,1,36,1,3
23,1,5,1,19
24,1,29,1,70
25,1,7,1,15
26,1,20,1,40
27,1,18,1,69
28,1,16,1,28
29,1,14,0,96
30,1,6,0,36
31,1,1,1,51
32,1,19,1,47
33,1,9,1,55
34,1,29,1,14
35,1,22,0,98
36,1,37,1,82
37,1,12,1,60
38,1,38,0,57
39,1,18,0,50
40,1,8,1,17
41,1,7,1,1
42,1,14,1,82
43,1,36,0,99
44,1,2,0,90
45,1,27,0,17
46,1,1,1,92
47,1,8,0,22
48,1,3,0,42
49,1,7,0,11
50,1,31,0,86
51,1,31,1,75
52,1,6,1,8
53,1,15,0,30
54,1,30,0,81
55,1,34,1,44
56,1,15,0,75
57,1,36,0,60
58,1,38,1,41
59,1,17,0,5
60,1,2,0,91
61,1,14,1,7
62,1,33,1,85
63,1,13,1,29
64,1,29,1,34
65,1,2,1,69
66,1,7,0,41
67,1,34,1,44
68,1,10,1,35
69,1,1,0,58
70,1,12,1,94
71,1,20,1,56
72,1,18,1,75
73,1,5,1,19
74,1,24,0,23
75,1,16,0,89
76,1,4,1,62
77,1,14,1,85
78,1,14,1,15
79,1,1,0,25
80,1,24,0,18
81,1,2,1,21
82,1,16,0,96
83,1,31,0,13
84,1,4,1,29
85,1,4,1,89
86,1,26,0,16
87,1,18,0,5
88,1,35,1,56
89,1,10,1,1
90,1,13,1,34
91,1,29,1,90
92,1,26,0,95
93,1,1,0,35
94,1,10,0,65
95,1,30,1,19
96,1,9,1,97
97,1,33,1,62
98,1,34,0,65
99,1,19,1,99
100,1,6,0,65

1,1,7,1,30
2,1,17,1,1
3,1,35,1,39
4,1,31,0,86
5,1,1,1,11
6,1,25,0,24
7,1,24,0,31
8,1,17,1,86
9,1,10,1,10
10,1,14,0,61
11,1,33,1,61
12,1,28,0,34
13,1,36,1,67
14,1,4,1,55
15,1,26,0,3
16,1,18,1,38
17,1,6,1,21
18,1,37,1,72
19,1,11,0,95
20,1,32,0,16
21,1,34,1,52
22,1,11,1,49
23,1,17,0,63
24,1,12,0,62
25,1,17,1,76
26,1,38,1,46
27,1,8,1,99
28,1,34,1,92
29,1,10,1,33
30,1,2,1,68
31,1,13,1,36
32,1,36,1,37
33,1,16,1,41
34,1,23,0,41
35,1,17,0,34
36,1,23,0,51
37,1,17,0,71
38,1,3,0,28
39,1,37,0,60
40,1,7,1,47
41,1,24,0,64
42,1,12,1,75
43,1,9,1,15
44,1,20,0,93
45,1,12,1,18
46,1,3,1,80
47,1,14,1,22
48,1,25,0,17
49,1,25,1,66
50,1,30,0,42
51,1,21,1,47
52,1,35,0,7
53,1,12,1,88
54,1,26,1,37
55,1,13,0,88
56,1,21,0,37
57,1,32,1,25
58,1,28,0,10
59,1,9,0,10
60,1,8,1,46
61,1,29,1,6
62,1,14,1,90
63,1,21,1,14
64,1,15,1,16
65,1,13,0,25
66,1,5,0,84
67,1,24,1,32
68,1,29,0,73
69,1,32,1,73
70,1,13,0,64
71,1,26,0,6
72,1,13,1,66
73,1,13,1,3
74,1,18,0,87
75,1,31,0,31
76,1,12,1,8
77,1,38,1,69
78,1,8,0,80
79,1,33,0,66
80,1,16,1,51
81,1,7,0,84
82,1,38,0,14
83,1,1,0,9
84,1,6,0,89
85,1,14,1,1
86,1,35,0,10
87,1,6,0,87
88,1,19,0,87
89,1,28,0,33
90,1,34,0,54
91,1,15,0,46
92,1,8,1,73
93,1,6,1,33
94,1,32,1,14
95,1,36,1,64
96,1,5,1,20
97,1,23,0,39
98,1,31,1,6
99,1,38,0,43
100,1,28,0,87

1,1,17,0,28
2,1,33,1,13
3,1,6,0,36
4,1,25,1,85
5,1,32,1,17
6,1,12,1,91
7,1,26,0,88
8,1,11,0,29
9,1,35,0,41
10,1,17,0,99
11,1,38,0,72
12,1,10,1,44
13,1,7,1,7
14,1,8,1,15
15,1,10,1,11
16,1,4,0,75
17,1,2,1,19
18,1,12,1,23
19,1,24,1,7
20,1,6,0,30
21,1,32,1,65
22,1,7,0,37
23,1,2,1,72
24,1,13,0,48
25,1,24,1,46
26,1,30,1,99
27,1,21,1,48
28,1,29,0,43
29,1,17,0,77
30,1,26,0,72
31,1,16,0,40
32,1,7,1,7
33,1,4,0,32
34,1,37,1,92
35,1,24,0,98
36,1,27,1,35
37,1,16,1,28
38,1,25,1,1
39,1,5,1,4
40,1,23,1,10
41,1,24,0,53
42,1,35,0,85
43,1,19,1,89
44,1,11,0,14
45,1,29,1,3
46,1,10,0,58
47,1,15,1,19
48,1,31,0,24
49,1,11,1,87
50,1,9,1,92
51,1,2,1,44
52,1,4,1,11
53,1,19,0,92
54,1,21,1,75
55,1,27,0,97
56,1,36,0,78
57,1,27,1,1
58,1,14,1,45
59,1,25,1,25
60,1,28,1,4
61,1,33,0,87
62,1,13,0,53
63,1,9,0,75
64,1,1,1,36
65,1,35,0,99
66,1,28,1,54
67,1,35,0,39
68,1,22,0,76
69,1,15,0,11
70,1,24,0,90
71,1,12,1,6
72,1,36,1,76
73,1,14,1,67
74,1,35,1,94
75,1,30,0,52
76,1,32,1,88
77,1,25,1,42
78,1,33,1,91
79,1,12,0,92
80,1,29,1,83
81,1,16,1,43
82,1,20,0,90
83,1,15,0,86
84,1,32,1,68
85,1,26,0,31
86,1,9,0,80
87,1,31,0,20
88,1,34,1,27
89,1,10,0,77
90,1,12,0,54
91,1,3,1,32
92,1,33,0,73
93,1,31,0,49
94,1,11,1,6
95,1,36,1,8
96,1,3,0,71
97,1,32,1,27
98,1,37,1,30
99,1,19,1,93
100,1,29,0,77

