1,1,25,1,52
2,1,1,0,3
3,1,1,0,28
4,1,7,1,19
5,1,5,1,2
6,1,16,1,28
7,1,2,1,82
8,1,26,1,66
9,1,16,0,24
10,1,5,0,78
11,1,22,1,86
12,1,20,0,37
13,1,4,0,95
14,1,10,1,5
15,1,22,0,86
16,1,9,0,84
17,1,28,1,96
18,1,17,1,61
19,1,3,0,70
20,1,34,1,51
21,1,19,0,46
22,1,37,0,48
23,1,6,0,90
24,1,11,1,70
25,1,6,1,5
26,1,8,0,92
27,1,25,1,35
28,1,7,1,99
29,1,38,1,70
30,1,38,0,13
31,1,3,0,86
32,1,32,1,70
33,1,15,1,27
34,1,18,1,67
35,1,21,0,75
36,1,34,0,34
37,1,14,1,64
38,1,35,1,12
39,1,25,1,92
40,1,20,1,56
41,1,11,1,77
42,1,14,1,59
43,1,13,1,20
44,1,27,0,60
45,1,4,0,71
46,1,14,0,57
47,1,18,1,47
48,1,23,1,59
49,1,20,0,73
50,1,21,1,15

1,1,10,0,95
2,1,30,0,4
3,1,37,0,67
4,1,6,1,32
5,1,12,0,13
6,1,16,1,87
7,1,1,1,40
8,1,15,1,22
9,1,8,0,73
10,1,18,0,65
11,1,20,1,94
12,1,9,0,54
13,1,30,1,70
14,1,24,0,7
15,1,12,1,30
16,1,31,0,14
17,1,37,0,96
18,1,33,0,38
19,1,27,1,31
20,1,29,0,19
21,1,37,0,84
22,1,34,0,74
23,1,7,0,88
24,1,37,0,48
25,1,31,1,47
26,1,18,1,10
27,1,20,1,49
28,1,1,1,82
29,1,13,1,31
30,1,23,1,49
31,1,22,0,75
32,1,10,0,8
33,1,14,0,68
34,1,38,0,12
35,1,14,0,98
36,1,21,1,84
37,1,14,0,59
38,1,3,0,50
39,1,4,1,34
40,1,34,0,38
41,1,23,0,40
42,1,35,1,87
43,1,23,1,97
44,1,26,0,38
45,1,10,0,35
46,1,33,1,25
47,1,28,1,10
48,1,36,1,47
49,1,32,1,62
50,1,22,0,68

1,1,6,1,66
2,1,7,0,49
3,1,7,1,14
4,1,3,0,21
5,1,36,0,9
6,1,22,0,14
7,1,20,0,55
8,1,25,0,4
9,1,19,1,7
10,1,7,0,5
11,1,2,0,29
12,1,23,1,90
13,1,28,1,45
14,1,37,0,14
15,1,15,1,60
16,1,22,1,16
17,1,27,1,22
18,1,4,1,62
19,1,6,0,34
20,1,6,1,26
21,1,5,1,4
22,1,22,1,25
23,1,20,0,94
24,1,21,1,3
25,1,5,0,50
26,1,22,0,59
27,1,9,1,24
28,1,37,1,58
29,1,21,1,6
30,1,28,0,59
31,1,27,0,90
32,1,36,0,23
33,1,18,0,14
34,1,17,1,18
35,1,11,0,59
36,1,17,1,21
37,1,29,0,81
38,1,32,0,57
39,1,21,0,98
40,1,23,1,89
41,1,18,1,2
42,1,28,1,2
43,1,27,0,43
44,1,29,1,61
45,1,32,0,98
46,1,17,1,45
47,1,18,0,48
48,1,23,1,4
49,1,12,1,43
50,1,29,0,90

1,1,19,1,99
2,1,34,0,3
3,1,33,0,70
4,1,34,0,52
5,1,20,1,45
6,1,4,0,37
7,1,16,0,22
8,1,11,0,16
9,1,15,1,96
10,1,21,0,26
11,1,13,1,13
12,1,37,1,56
13,1,5,1,94
14,1,32,1,11
15,1,19,1,98
16,1,32,1,54
17,1,35,0,95
18,1,19,1,37
19,1,24,0,6
20,1,35,1,8
21,1,17,0,3
22,1,9,0,69
23,1,26,1,12
24,1,3,0,58
25,1,5,0,61
26,1,30,0,37
27,1,6,0,27
28,1,18,1,54
29,1,35,0,44
30,1,33,1,48
31,1,19,0,41
32,1,31,1,39
33,1,18,1,32
34,1,9,0,92
35,1,38,1,62
36,1,38,1,39
37,1,37,0,67
38,1,36,0,58
39,1,37,1,31
40,1,3,0,39
41,1,4,0,35
42,1,14,0,42
43,1,15,0,49
44,1,6,1,65
45,1,28,0,1
46,1,5,1,31
47,1,1,1,52
48,1,38,0,91
49,1,18,0,64
50,1,21,1,65

1,1,2,0,38
2,1,24,1,21
3,1,13,1,94
4,1,15,0,22
5,1,28,1,83
6,1,21,0,62
7,1,21,1,57
8,1,4,1,6
9,1,29,0,29
10,1,10,1,75
11,1,30,0,92
12,1,12,0,22
13,1,3,0,25
14,1,27,0,36
15,1,17,0,93
16,1,38,0,11
17,1,26,1,88
18,1,29,0,22
19,1,9,0,61
20,1,10,0,81
21,1,26,0,79
22,1,17,1,50
23,1,28,0,61
24,1,35,0,47
25,1,8,0,60
26,1,15,1,65
27,1,37,0,31
28,1,26,0,63
29,1,17,1,5
30,1,22,0,21
31,1,10,0,56
32,1,22,0,99
33,1,35,0,3
34,1,29,0,89
35,1,20,1,94
36,1,8,0,82
37,1,31,1,55
38,1,38,1,86
39,1,3,0,30
40,1,14,0,35
41,1,14,0,41
42,1,4,1,33
43,1,30,0,32
44,1,10,0,95
45,1,23,1,55
46,1,26,1,21
47,1,13,0,88
48,1,37,1,40
49,1,21,0,72
50,1,30,0,50

