1,1,38,1,35
2,1,12,0,8
3,1,22,1,81
4,1,26,0,48
5,1,25,1,78
6,1,38,1,35
7,1,12,0,59
8,1,6,1,82
9,1,14,1,60
10,1,10,0,77
11,1,31,0,74
12,1,10,1,16
13,1,32,0,19
14,1,20,0,85
15,1,10,1,21
16,1,26,0,58
17,1,26,0,9
18,1,19,1,84
19,1,31,0,54
20,1,9,1,11

1,1,37,0,86
2,1,16,1,10
3,1,30,1,54
4,1,1,1,88
5,1,33,1,10
6,1,20,0,65
7,1,19,1,16
8,1,29,0,80
9,1,34,1,22
10,1,20,1,58
11,1,5,0,24
12,1,6,1,41
13,1,14,0,69
14,1,19,0,19
15,1,31,1,33
16,1,27,1,31
17,1,30,1,37
18,1,15,1,91
19,1,7,0,94
20,1,34,1,3

1,1,14,1,94
2,1,24,0,22
3,1,13,0,40
4,1,17,1,12
5,1,28,1,13
6,1,8,1,83
7,1,8,1,28
8,1,5,1,94
9,1,26,0,27
10,1,33,1,87
11,1,24,1,19
12,1,11,0,67
13,1,6,1,76
14,1,24,1,69
15,1,5,0,45
16,1,3,0,72
17,1,17,0,15
18,1,27,0,46
19,1,34,1,66
20,1,28,1,37

1,1,36,0,5
2,1,36,1,42
3,1,28,1,63
4,1,9,1,35
5,1,31,1,56
6,1,37,1,53
7,1,7,1,27
8,1,4,0,73
9,1,35,0,9
10,1,37,0,68
11,1,36,0,27
12,1,28,1,82
13,1,14,0,85
14,1,11,0,15
15,1,21,0,31
16,1,21,0,85
17,1,4,0,64
18,1,30,0,64
19,1,34,1,99
20,1,16,1,6

1,1,35,0,57
2,1,7,1,99
3,1,8,1,48
4,1,36,0,10
5,1,14,1,79
6,1,10,1,24
7,1,15,0,27
8,1,17,0,86
9,1,8,0,32
10,1,35,1,55
11,1,15,0,66
12,1,33,1,64
13,1,32,1,38
14,1,33,1,2
15,1,1,1,64
16,1,12,1,4
17,1,37,1,51
18,1,6,1,52
19,1,1,0,1
20,1,11,0,15

